type,name,res_id,src,value,fuzzy
error,calendar.calendar,0,A user can have only one calendar!,Пользователь может иметь только Один календарь!,0
error,calendar.calendar,0,The name of calendar must be unique!,Имя календаря должно быть уникально,0
error,calendar.category,0,The name of calendar category must be unique!,,0
error,calendar.event,0,Recurrence can not be recurrent!,,0
error,calendar.event,0,UUID and recurrence must be unique in a calendar!,,0
error,calendar.location,0,The name of calendar location must be unique!,,0
error,calendar.rrule,0,"Invalid ""By Day""","Неверное поле ""По дням""",0
error,calendar.rrule,0,"Invalid ""By Hour""","Неверное поле ""По часам""",0
error,calendar.rrule,0,"Invalid ""By Minute""","Неверное поле ""По минутам""",0
error,calendar.rrule,0,"Invalid ""By Month Day""","Неверное поле ""По дням месяца""",0
error,calendar.rrule,0,"Invalid ""By Month""","Неверное поле ""По месяцам""",0
error,calendar.rrule,0,"Invalid ""By Position""","Неверное поле ""По позиции""",0
error,calendar.rrule,0,"Invalid ""By Second""","Неверное поле ""По секундам""",0
error,calendar.rrule,0,"Invalid ""By Week Number""","Неверное поле ""По номерам недель""",0
error,calendar.rrule,0,"Invalid ""By Year Day""","Неверный ""По дням года""",0
error,calendar.rrule,0,"Only one of ""until"" and ""count"" can be set!",,0
field,"calendar.alarm,rec_name",0,Name,Наименование,0
field,"calendar.alarm,valarm",0,valarm,,0
field,"calendar.attendee,attendee",0,attendee,участник,0
field,"calendar.attendee,email",0,Email,Эл.почта,0
field,"calendar.attendee,rec_name",0,Name,Наименование,0
field,"calendar.attendee,status",0,Participation Status,Статус участия,0
field,"calendar.calendar,description",0,Description,Описание,0
field,"calendar.calendar,name",0,Name,Наименование,0
field,"calendar.calendar,owner",0,Owner,Владелец,0
field,"calendar.calendar,read_users",0,Read Users,Пользователи могут читать,0
field,"calendar.calendar,rec_name",0,Name,Наименование,0
field,"calendar.calendar,write_users",0,Write Users,Пользователи могут писать,0
field,"calendar.calendar-read-res.user,calendar",0,Calendar,Календар,0
field,"calendar.calendar-read-res.user,rec_name",0,Name,Наименование,0
field,"calendar.calendar-read-res.user,user",0,User,Пользователь,0
field,"calendar.calendar-write-res.user,calendar",0,Calendar,Календарь,0
field,"calendar.calendar-write-res.user,rec_name",0,Name,Наименование,0
field,"calendar.calendar-write-res.user,user",0,User,Пользователь,0
field,"calendar.category,name",0,Name,Наименование,0
field,"calendar.category,rec_name",0,Name,Наименование,0
field,"calendar.date,date",0,Is Date,Весь день,0
field,"calendar.date,datetime",0,Date,Дата,0
field,"calendar.date,rec_name",0,Name,Наименование,0
field,"calendar.event,alarms",0,Alarms,Вызовы,0
field,"calendar.event,all_day",0,All Day,Все дни,0
field,"calendar.event,attendees",0,Attendees,Участники,0
field,"calendar.event,calendar",0,Calendar,Календарь,0
field,"calendar.event,calendar_owner",0,Owner,Владелец,0
field,"calendar.event,calendar_read_users",0,Read Users,Пользователи могут читать,0
field,"calendar.event,calendar_write_users",0,Write Users,Пользователи могут писать,0
field,"calendar.event,categories",0,Categories,Категория,0
field,"calendar.event,classification",0,Classification,Классификация,0
field,"calendar.event,classification_public",0,Classification Public,Классификация общая,0
field,"calendar.event,description",0,Description,Описание,0
field,"calendar.event,dtend",0,End Date,Дата окончания,0
field,"calendar.event,dtstart",0,Start Date,Дата начала,0
field,"calendar.event,exdates",0,Exception Dates,Дата исключения,0
field,"calendar.event,exrules",0,Exception Rules,Правила исключения,0
field,"calendar.event,location",0,Location,Местоположение,0
field,"calendar.event,occurences",0,Occurences,Дополнительные задачи,0
field,"calendar.event,organizer",0,Organizer,Организатор,0
field,"calendar.event,parent",0,Parent,Основной,0
field,"calendar.event,rdates",0,Recurrence Dates,Даты повторения,0
field,"calendar.event,rec_name",0,Name,Наименование,0
field,"calendar.event,recurrence",0,Recurrence,Повторение,0
field,"calendar.event,rrules",0,Recurrence Rules,Правила повторения,0
field,"calendar.event,sequence",0,Sequence,Последовательность,0
field,"calendar.event,status",0,Status,Состояние,0
field,"calendar.event,summary",0,Summary,Резюме,0
field,"calendar.event,timezone",0,Timezone,Зона времени,0
field,"calendar.event,transp",0,Time Transparency,Время Прозрачность,0
field,"calendar.event,uuid",0,UUID,,0
field,"calendar.event,vevent",0,vevent,,0
field,"calendar.event-calendar.category,category",0,Category,Категории,0
field,"calendar.event-calendar.category,event",0,Event,Событие,0
field,"calendar.event-calendar.category,rec_name",0,Name,Наименование,0
field,"calendar.event.alarm,calendar_alarm",0,Calendar Alarm,Сигнала календаря,0
field,"calendar.event.alarm,event",0,Event,Событие,0
field,"calendar.event.alarm,rec_name",0,Name,Наименование,0
field,"calendar.event.attendee,calendar_attendee",0,Calendar Attendee,Календарь участников,0
field,"calendar.event.attendee,event",0,Event,Событие,0
field,"calendar.event.attendee,rec_name",0,Name,Наименование,0
field,"calendar.event.exdate,calendar_date",0,Calendar Date,День календаря,0
field,"calendar.event.exdate,calendar_rdate",0,Calendar RDate,День календаря,0
field,"calendar.event.exdate,event",0,Event,Событие,0
field,"calendar.event.exdate,rec_name",0,Name,Наименование,0
field,"calendar.event.exrule,calendar_rrule",0,Calendar RRule,Правила календаря,0
field,"calendar.event.exrule,event",0,Event,Событие,0
field,"calendar.event.exrule,rec_name",0,Name,Наименование,0
field,"calendar.event.rdate,calendar_date",0,Calendar Date,День календаря,0
field,"calendar.event.rdate,calendar_rdate",0,Calendar RDate,День календаря,0
field,"calendar.event.rdate,event",0,Event,Событие,0
field,"calendar.event.rdate,rec_name",0,Name,Наименование,0
field,"calendar.event.rrule,calendar_rrule",0,Calendar RRule,Правила календаря,0
field,"calendar.event.rrule,event",0,Event,Событие,0
field,"calendar.event.rrule,rec_name",0,Name,Наименование,0
field,"calendar.location,name",0,Name,Наименование,0
field,"calendar.location,rec_name",0,Name,Наименование,0
