type,name,res_id,src,value,fuzzy
error,calendar.calendar,0,A user can have only one calendar!,Un utilisateur ne peut avoir qu'un seul calendrier !,0
error,calendar.calendar,0,The name of calendar must be unique!,Le nom du calendrier doit être unique !,0
error,calendar.category,0,The name of calendar category must be unique!,Le nom de la catégorie de calendrier doit être unique,0
error,calendar.event,0,Recurrence can not be recurrent!,Une récurrence ne peut pas être récurrente !,0
error,calendar.event,0,UUID and recurrence must be unique in a calendar!,UUID et récurrence doivent être uniques sur un calendrier !,0
error,calendar.location,0,The name of calendar location must be unique!,Le nom de l'emplacement doit être unique !,0
error,calendar.rrule,0,"Invalid ""By Day""","""Par jour"" invalide",0
error,calendar.rrule,0,"Invalid ""By Hour""","""Par heure"" invalide",0
error,calendar.rrule,0,"Invalid ""By Minute""","""Par minute"" invalide",0
error,calendar.rrule,0,"Invalid ""By Month""","""Par mois"" invalide",0
error,calendar.rrule,0,"Invalid ""By Month Day""","""Par jour du mois"" invalide",0
error,calendar.rrule,0,"Invalid ""By Position""","""Par position"" invalide",0
error,calendar.rrule,0,"Invalid ""By Second""","""Par seconde"" invalide",0
error,calendar.rrule,0,"Invalid ""By Week Number""","""Par jour de la semaine"" invalide",0
error,calendar.rrule,0,"Invalid ""By Year Day""","""Par jour de l'année"" invalide",0
error,calendar.rrule,0,"Only one of ""until"" and ""count"" can be set!","""Date de fin"" et ""Répétitions"" ne peuvent être remplis en même temps !",0
field,"calendar.alarm,rec_name",0,Name,Nom,0
field,"calendar.alarm,valarm",0,valarm,valarm,0
field,"calendar.attendee,attendee",0,attendee,participant,0
field,"calendar.attendee,email",0,Email,E-mail,0
field,"calendar.attendee,rec_name",0,Name,Nom,0
field,"calendar.attendee,status",0,Participation Status,Statut de participation,0
field,"calendar.calendar,description",0,Description,Description,0
field,"calendar.calendar,name",0,Name,Nom,0
field,"calendar.calendar,owner",0,Owner,Propriétaire,0
field,"calendar.calendar-read-res.user,calendar",0,Calendar,Calendrier,0
field,"calendar.calendar-read-res.user,rec_name",0,Name,Nom,0
field,"calendar.calendar-read-res.user,user",0,User,Utilisateur,0
field,"calendar.calendar,read_users",0,Read Users,Utilisateurs en lecture,0
field,"calendar.calendar,rec_name",0,Name,Nom,0
field,"calendar.calendar-write-res.user,calendar",0,Calendar,Calendrier,0
field,"calendar.calendar-write-res.user,rec_name",0,Name,Nom,0
field,"calendar.calendar-write-res.user,user",0,User,Utilisateur,0
field,"calendar.calendar,write_users",0,Write Users,Utilisateurs en écriture,0
field,"calendar.category,name",0,Name,Nom,0
field,"calendar.category,rec_name",0,Name,Nom,0
field,"calendar.date,date",0,Is Date,Est une date,0
field,"calendar.date,datetime",0,Date,Date,0
field,"calendar.date,rec_name",0,Name,Nom,0
field,"calendar.event.alarm,calendar_alarm",0,Calendar Alarm,Alarme calendrier,0
field,"calendar.event.alarm,event",0,Event,Événement,0
field,"calendar.event.alarm,rec_name",0,Name,Nom,0
field,"calendar.event,alarms",0,Alarms,Alarmes,0
field,"calendar.event,all_day",0,All Day,Toute la journée,0
field,"calendar.event.attendee,calendar_attendee",0,Calendar Attendee,Participant calendrier,0
field,"calendar.event.attendee,event",0,Event,Événement,0
field,"calendar.event.attendee,rec_name",0,Name,Nom,0
field,"calendar.event,attendees",0,Attendees,Participants,0
field,"calendar.event,calendar",0,Calendar,Calendrier,0
field,"calendar.event-calendar.category,category",0,Category,Catégorie,0
field,"calendar.event-calendar.category,event",0,Event,Événement,0
field,"calendar.event-calendar.category,rec_name",0,Name,Nom,0
field,"calendar.event,calendar_owner",0,Owner,Propriétaire,0
field,"calendar.event,calendar_read_users",0,Read Users,Utilisateurs en lecture,0
field,"calendar.event,calendar_write_users",0,Write Users,Utilisateurs en écriture,0
field,"calendar.event,categories",0,Categories,Catégories,0
field,"calendar.event,classification",0,Classification,Classification,0
field,"calendar.event,description",0,Description,Description,0
field,"calendar.event,dtend",0,End Date,Date de fin,0
field,"calendar.event,dtstart",0,Start Date,Date de début,0
field,"calendar.event.exdate,calendar_date",0,Calendar Date,Date calendrier,0
field,"calendar.event.exdate,event",0,Event,Événement,0
field,"calendar.event.exdate,rec_name",0,Name,Nom,0
field,"calendar.event,exdates",0,Exception Dates,Dates d'exception,0
field,"calendar.event.exrule,calendar_rrule",0,Calendar RRule,Règle de récurrence,0
field,"calendar.event.exrule,event",0,Event,Événement,0
field,"calendar.event.exrule,rec_name",0,Name,Nom,0
field,"calendar.event,exrules",0,Exception Rules,Règles d'exception,0
field,"calendar.event,location",0,Location,Emplacement,0
field,"calendar.event,occurences",0,Occurences,Occurrences,0
field,"calendar.event,organizer",0,Organizer,Organisateur,0
field,"calendar.event,parent",0,Parent,Parent,0
field,"calendar.event.rdate,calendar_date",0,Calendar Date,Date calendrier,0
field,"calendar.event.rdate,calendar_rdate",0,Calendar RDate,Date de récurrence,0
field,"calendar.event.rdate,event",0,Event,Événement,0
field,"calendar.event.rdate,rec_name",0,Name,Nom,0
field,"calendar.event,rdates",0,Recurrence Dates,Dates de récurrence,0
field,"calendar.event,rec_name",0,Name,Nom,0
field,"calendar.event,recurrence",0,Recurrence,Récurrence,0
field,"calendar.event.rrule,calendar_rrule",0,Calendar RRule,Règle de récurrence,0
field,"calendar.event.rrule,event",0,Event,Événement,0
field,"calendar.event.rrule,rec_name",0,Name,Nom,0
field,"calendar.event,rrules",0,Recurrence Rules,Règles de récurrence,0
field,"calendar.event,sequence",0,Sequence,Séquence,0
field,"calendar.event,status",0,Status,Statut,0
field,"calendar.event,summary",0,Summary,Résumé,0
field,"calendar.event,timezone",0,Timezone,Fuseau Horaire,0
field,"calendar.event,transp",0,Time Transparency,Transparence,0
field,"calendar.event,uuid",0,UUID,UUID,0
field,"calendar.event,vevent",0,vevent,vevent,0
field,"calendar.location,name",0,Name,Nom,0
field,"calendar.location,rec_name",0,Name,Nom,0
field,"calendar.rdate,date",0,Is Date,Est une date,0
field,"calendar.rrule,byday",0,By Day,Par jour,0
field,"calendar.rrule,byhour",0,By Hour,Par heure,0
field,"calendar.rrule,byminute",0,By Minute,Par minute,0
field,"calendar.rrule,bymonth",0,By Month,Par mois,0
field,"calendar.rrule,bymonthday",0,By Month Day,Par jour du mois,0
field,"calendar.rrule,bysecond",0,By Second,Par seconde,0
field,"calendar.rrule,bysetpos",0,By Position,Par position,0
field,"calendar.rrule,byweekno",0,By Week Number,Par numéro de semaine,0
field,"calendar.rrule,byyearday",0,By Year Day,Par jour de l'année,0
field,"calendar.rrule,count",0,Count,Répétitions,0
field,"calendar.rrule,freq",0,Frequency,Fréquence,0
field,"calendar.rrule,interval",0,Interval,Intervalle,0
field,"calendar.rrule,rec_name",0,Name,Nom,0
field,"calendar.rrule,until",0,Until Date,Date de fin,0
field,"calendar.rrule,until_date",0,Is Date,Est une date,0
field,"calendar.rrule,wkst",0,Week Day,Jour de la semaine,0
field,"res.user,calendars",0,Calendars,Calendriers,0
help,"calendar.calendar,owner",0,The user must have an email,L'utilisateur doit avoir une adresse mail,0
help,"calendar.date,date",0,"Ignore time of field ""Date"", but handle as date only.","Ignorer l'heure du champ ""Date"" et considérer uniquement la date",0
help,"calendar.event,uuid",0,Universally Unique Identifier,Identificateur unique universel,0
help,"calendar.rrule,until_date",0,"Ignore time of field ""Until Date"", but handle as date only.","Ignorer l'heure du champ ""Date de fin"" et considérer uniquement la date",0
model,"calendar.alarm,name",0,Alarm,Alarme,0
model,"calendar.attendee,name",0,Attendee,Participant,0
model,"calendar.calendar,name",0,Calendar,Calendrier,0
model,"calendar.calendar-read-res.user,name",0,Calendar - read - User,Calendrier - Lecture - Utilisateur,0
model,"calendar.calendar-write-res.user,name",0,Calendar - write - User,Calendrier - Écriture - Utilisateur,0
model,"calendar.category,name",0,Category,Catégorie,0
model,"calendar.date,name",0,Calendar Date,Date calendrier,0
model,"calendar.event.alarm,name",0,Alarm,Alarme,0
model,"calendar.event.attendee,name",0,Attendee,Participant,0
model,"calendar.event-calendar.category,name",0,Event - Category,Évenement - Catégorie,0
model,"calendar.event.exdate,name",0,Exception Date,Date d'exception,0
model,"calendar.event.exrule,name",0,Exception Rule,Règle d'exception,0
model,"calendar.event,name",0,Event,Événement,0
model,"calendar.event.rdate,name",0,Recurrence Date,Date de récurrence,0
model,"calendar.event.rrule,name",0,Recurrence Rule,Règle de récurrence,0
model,"calendar.location,name",0,Location,Emplacement,0
model,"calendar.rrule,name",0,Recurrence Rule,Règle de récurrence,0
model,"ir.action,name",act_calendar_form,Calendars,Calendriers,0
model,"ir.action,name",act_calendar_form2,Calendars,Calendriers,0
model,"ir.action,name",act_event_form,Events,Événement,0
model,"ir.action,name",act_event_form2,Events,Événements,0
model,"ir.action,name",act_event_form3,Events,Événements,0
model,"ir.ui.menu,name",menu_calendar,Calendar Management,Gestion de calendrier,0
model,"ir.ui.menu,name",menu_calendar_form,Calendars,Calendriers,0
model,"ir.ui.menu,name",menu_event_form,Events,Évenement,0
model,"ir.ui.menu,name",menu_calendar_form2,New Calendar,Nouveau calendrier,0
model,"ir.ui.menu,name",menu_event_form2,New Event,Nouvel événement,0
model,"res.group,name",group_calendar_admin,Calendar Administration,Administration calendrier,0
selection,"calendar.attendee,status",0,,,0
selection,"calendar.attendee,status",0,Accepted,Accepté,0
selection,"calendar.attendee,status",0,Declined,Décliné,0
selection,"calendar.attendee,status",0,Delegated,Délégué,0
selection,"calendar.attendee,status",0,Needs Action,Nécessite une action,0
selection,"calendar.attendee,status",0,Tentative,Tentative,0
selection,"calendar.event,classification",0,Confidential,Confidentiel,0
selection,"calendar.event,classification",0,Private,Privé,0
selection,"calendar.event,classification",0,Public,Publique,0
selection,"calendar.event,status",0,,,0
selection,"calendar.event,status",0,Cancelled,Annulé,0
selection,"calendar.event,status",0,Confirmed,Confirmé,0
selection,"calendar.event,status",0,Tentative,Tentative,0
selection,"calendar.event,transp",0,Opaque,Opaque,0
selection,"calendar.event,transp",0,Transparent,transparent,0
selection,"calendar.rrule,freq",0,Daily,Journalier,0
selection,"calendar.rrule,freq",0,Hourly,Horaire,0
selection,"calendar.rrule,freq",0,Minutely,Chaque minute,0
selection,"calendar.rrule,freq",0,Monthly,Mensuel,0
selection,"calendar.rrule,freq",0,Secondly,Chaque seconde,0
selection,"calendar.rrule,freq",0,Weekly,hebdomadaire,0
selection,"calendar.rrule,freq",0,Yearly,Annuel,0
selection,"calendar.rrule,wkst",0,Friday,Vendredi,0
selection,"calendar.rrule,wkst",0,Monday,Lundi,0
selection,"calendar.rrule,wkst",0,Saturday,Samedi,0
selection,"calendar.rrule,wkst",0,Sunday,Dimanche,0
selection,"calendar.rrule,wkst",0,Thursday,Jeudi,0
selection,"calendar.rrule,wkst",0,Tuesday,Mardi,0
selection,"calendar.rrule,wkst",0,Wednesday,Mercredi,0
view,calendar.calendar,0,Calendar,Calendrier,0
view,calendar.calendar,0,Calendars,Calendriers,0
view,calendar.calendar,0,General,Général,0
view,calendar.calendar,0,Security,Sécurité,0
view,calendar.category,0,Categories,Catégories,0
view,calendar.category,0,Category,Catégorie,0
view,calendar.event,0,Attendees,Participants,0
view,calendar.event,0,Categories,Catégories,0
view,calendar.event,0,Event,Événement,0
view,calendar.event,0,Events,Événements,0
view,calendar.event,0,General,Général,0
view,calendar.event,0,Occurences,Occurrences,0
view,calendar.event.attendee,0,Attendee,Participant,0
view,calendar.event.attendee,0,Attendees,Participants,0
view,calendar.event.exdate,0,Exception Date,Date d'exception,0
view,calendar.event.exdate,0,Exception Dates,Dates d'exception,0
view,calendar.event.exrule,0,Exception Rule,Règle d'exception,0
view,calendar.event.exrule,0,Exception Rules,Règles d'exception,0
view,calendar.event.rdate,0,Recurrence Date,Date de récurrence,0
view,calendar.event.rdate,0,Recurrence Dates,Dates de récurrence,0
view,calendar.event.rrule,0,Recurrence Rule,Règle de récurrence,0
view,calendar.event.rrule,0,Recurrence Rules,Règles de récurrence,0
view,calendar.location,0,Location,Emplacement,0
view,calendar.location,0,Locations,Emplacements,0
