type,name,res_id,src,value,fuzzy
error,calendar.todo,0,Recurrence can not be recurrent!,¡La repetición no puede repetirse!,0
error,calendar.todo,0,UUID and recurrence must be unique in a calendar!,¡El UUID y la recurrencia deben ser únicos por calendario! ,0
field,"calendar.todo.alarm,calendar_alarm",0,Calendar Alarm,,0
field,"calendar.todo.alarm,rec_name",0,Name,Nombre,0
field,"calendar.todo,alarms",0,Alarms,Alarmas,0
field,"calendar.todo.alarm,todo",0,Todo,,0
field,"calendar.todo.attendee,calendar_attendee",0,Calendar Attendee,,0
field,"calendar.todo.attendee,rec_name",0,Name,Nombre,0
field,"calendar.todo,attendees",0,Attendees,Asistentes,0
field,"calendar.todo.attendee,todo",0,Todo,,0
field,"calendar.todo,calendar",0,Calendar,Calendario,0
field,"calendar.todo-calendar.category,category",0,Category,Categoría,0
field,"calendar.todo-calendar.category,rec_name",0,Name,Nombre,0
field,"calendar.todo-calendar.category,todo",0,To-Do,,0
field,"calendar.todo,calendar_owner",0,Owner,Propietario,0
field,"calendar.todo,calendar_read_users",0,Read Users,Leer Usuarios,0
field,"calendar.todo,calendar_write_users",0,Write Users,Escribir Usuarios,0
field,"calendar.todo,categories",0,Categories,Categorías,0
field,"calendar.todo,classification",0,Classification,Clasificación,0
field,"calendar.todo,classification_public",0,Classification Public,Clasificación Pública,0
field,"calendar.todo,completed",0,Completed,,0
field,"calendar.todo,description",0,Description,Descripción,0
field,"calendar.todo,dtstart",0,Start Date,Fecha Inicio,0
field,"calendar.todo,due",0,Due Date,,0
field,"calendar.todo.exdate,calendar_rdate",0,Calendar RDate,,0
field,"calendar.todo.exdate,rec_name",0,Name,Nombre,0
field,"calendar.todo,exdates",0,Exception Dates,Fechas de Excepción,0
field,"calendar.todo.exdate,todo",0,Todo,,0
field,"calendar.todo.exrule,calendar_rrule",0,Calendar RRule,,0
field,"calendar.todo.exrule,rec_name",0,Name,Nombre,0
field,"calendar.todo,exrules",0,Exception Rules,Reglas de Excepción,0
field,"calendar.todo.exrule,todo",0,Todo,,0
field,"calendar.todo,location",0,Location,Lugar,0
field,"calendar.todo,occurences",0,Occurences,Ocurrencias,0
field,"calendar.todo,organizer",0,Organizer,Organizador,0
field,"calendar.todo,parent",0,Parent,Padre,0
field,"calendar.todo,percent_complete",0,Percent complete,,0
field,"calendar.todo.rdate,calendar_rdate",0,Calendar RDate,,0
field,"calendar.todo.rdate,rec_name",0,Name,Nombre,0
field,"calendar.todo,rdates",0,Recurrence Dates,Fechas de Repetición,0
field,"calendar.todo.rdate,todo",0,Todo,,0
field,"calendar.todo,rec_name",0,Name,Nombre,0
field,"calendar.todo,recurrence",0,Recurrence,Repetición,0
field,"calendar.todo.rrule,calendar_rrule",0,Calendar RRule,,0
field,"calendar.todo.rrule,rec_name",0,Name,Nombre,0
field,"calendar.todo,rrules",0,Recurrence Rules,Reglas de Repetición,0
field,"calendar.todo.rrule,todo",0,Todo,,0
field,"calendar.todo,sequence",0,Sequence,Secuencia,0
field,"calendar.todo,status",0,Status,Estado,0
field,"calendar.todo,summary",0,Summary,Resumen,0
field,"calendar.todo,timezone",0,Timezone,Zona horaria,0
field,"calendar.todo,uuid",0,UUID,UUID,0
field,"calendar.todo,vtodo",0,vtodo,,0
help,"calendar.todo,uuid",0,Universally Unique Identifier,Identificador Único Universal,0
model,"calendar.todo.alarm,name",0,Alarm,Alarma,0
model,"calendar.todo.attendee,name",0,Attendee,Asistente,0
model,"calendar.todo-calendar.category,name",0,Todo - Category,,0
model,"calendar.todo.exdate,name",0,Exception Date,Fecha de Excepción,0
model,"calendar.todo.exrule,name",0,Exception Rule,Regla de Excepción,0
model,"calendar.todo,name",0,Todo,,0
model,"calendar.todo.rdate,name",0,Recurrence Date,Fecha de Repetición,0
model,"calendar.todo.rrule,name",0,Recurrence Rule,Regla de Repetición,0
model,"ir.action,name",act_todo_form,Todos,,0
model,"ir.action,name",act_todo_form2,Todos,Por Hacer,0
model,"ir.action,name",act_todo_form3,Todos,Por hacer,0
model,"ir.ui.menu,name",menu_todo_form2,New Todo,Nuevo Por Hacer,0
model,"ir.ui.menu,name",menu_todo_form,Todos,,0
selection,"calendar.todo,classification",0,Confidential,Confidencial,0
selection,"calendar.todo,classification",0,Private,Privado,0
selection,"calendar.todo,classification",0,Public,Público,0
selection,"calendar.todo,status",0,,,0
selection,"calendar.todo,status",0,Cancelled,Cancelado,0
selection,"calendar.todo,status",0,Completed,,0
selection,"calendar.todo,status",0,In-Process,,0
selection,"calendar.todo,status",0,Needs-Action,,0
view,calendar.todo,0,Attendees,Asistentes,0
view,calendar.todo,0,Categories,Categorías,0
view,calendar.todo,0,General,General,0
view,calendar.todo,0,Occurences,Ocurrencias,0
view,calendar.todo,0,Recurrences,Repeticiones,0
view,calendar.todo,0,Todo,,0
view,calendar.todo,0,Todos,,0
view,calendar.todo.attendee,0,Attendee,Asistente,0
view,calendar.todo.attendee,0,Attendees,Asistentes,0
view,calendar.todo.exdate,0,Exception Date,Fecha de Excepción,0
view,calendar.todo.exdate,0,Exception Dates,Fechas de Excepción,0
view,calendar.todo.exrule,0,Exception Rule,Regla de Excepción,0
view,calendar.todo.exrule,0,Exception Rules,Reglas de Excepción,0
view,calendar.todo.rdate,0,Recurrence Date,Fecha de Repetición,0
view,calendar.todo.rdate,0,Recurrence Dates,Fechas de Repetición,0
view,calendar.todo.rrule,0,Recurrence Rule,Regla de Repetición,0
view,calendar.todo.rrule,0,Recurrence Rules,Reglas de Repetición,0
