type,name,res_id,src,value,fuzzy
error,calendar.todo,0,Recurrence can not be recurrent!,,0
error,calendar.todo,0,UUID and recurrence must be unique in a calendar!,,0
field,"calendar.todo,alarms",0,Alarms,Вызов,0
field,"calendar.todo,attendees",0,Attendees,Участники,0
field,"calendar.todo,calendar",0,Calendar,Календарь,0
field,"calendar.todo,calendar_owner",0,Owner,Владелец,0
field,"calendar.todo,calendar_read_users",0,Read Users,Пользователи могут читать,0
field,"calendar.todo,calendar_write_users",0,Write Users,Пользователи могут писать,0
field,"calendar.todo,categories",0,Categories,Категория,0
field,"calendar.todo,classification",0,Classification,Классификация,0
field,"calendar.todo,classification_public",0,Classification Public,Классификация общая,0
field,"calendar.todo,completed",0,Completed,Выполнен,0
field,"calendar.todo,description",0,Description,Описание,0
field,"calendar.todo,dtstart",0,Start Date,Дата начала,0
field,"calendar.todo,due",0,Due Date,Срок сдачи,0
field,"calendar.todo,exdates",0,Exception Dates,Дата исключения,0
field,"calendar.todo,exrules",0,Exception Rules,Правила исключения,0
field,"calendar.todo,location",0,Location,Местоположение,0
field,"calendar.todo,occurences",0,Occurences,Дополнительные задачи,0
field,"calendar.todo,organizer",0,Organizer,Организатор,0
field,"calendar.todo,parent",0,Parent,Основной,0
field,"calendar.todo,percent_complete",0,Percent complete,Процент выполнения,0
field,"calendar.todo,rdates",0,Recurrence Dates,Даты повторения,0
field,"calendar.todo,rec_name",0,Name,Наименование,0
field,"calendar.todo,recurrence",0,Recurrence,Повторение,0
field,"calendar.todo,recurrences",0,Recurrences,Повторения,0
field,"calendar.todo,rrules",0,Recurrence Rules,Правила повторения,0
field,"calendar.todo,sequence",0,Sequence,Последовательность,0
field,"calendar.todo,status",0,Status,Состояние,0
field,"calendar.todo,summary",0,Summary,Резюме,0
field,"calendar.todo,timezone",0,Timezone,Зона времени,0
field,"calendar.todo,uuid",0,UUID,,0
field,"calendar.todo,vtodo",0,vtodo,,0
field,"calendar.todo-calendar.category,category",0,Category,Категории,0
field,"calendar.todo-calendar.category,rec_name",0,Name,Наименование,0
field,"calendar.todo-calendar.category,todo",0,To-Do,Дела,0
field,"calendar.todo.alarm,calendar_alarm",0,Calendar Alarm,Сигнала календаря,0
field,"calendar.todo.alarm,rec_name",0,Name,Наименование,0
field,"calendar.todo.alarm,todo",0,Todo,Дело,0
